row_id,order_id,order_date,ship_date,"Ship Mode",cust_id,cust_name,segment,country_region,city,state_province,post_code,region,product_id,category,sub_category,sales,qty,discount,profit
4178,US-2024-109197,2024-12-31,2025-01-04,"Standard Class",JO-15280,"Jas O'Carroll",Consumer,"United States",Missoula,Montana,59801,West,OFF-BI-10004632,"Office Supplies",Binders,487.98,2.00,0.20,152.50
4179,US-2024-120901,2024-12-31,2025-01-04,"Standard Class",BG-11035,"Barry Gonzalez",Consumer,"United States",Austin,Texas,78745,Central,OFF-FA-10001561,"Office Supplies",Fasteners,3.49,2.00,0.20,0.57
4180,US-2024-120901,2024-12-31,2025-01-04,"Standard Class",BG-11035,"Barry Gonzalez",Consumer,"United States",Austin,Texas,78745,Central,OFF-ST-10000025,"Office Supplies",Storage,152.69,2.00,0.20,-26.72
4181,US-2024-120901,2024-12-31,2025-01-04,"Standard Class",BG-11035,"Barry Gonzalez",Consumer,"United States",Austin,Texas,78745,Central,OFF-SU-10001225,"Office Supplies",Supplies,5.89,2.00,0.20,-1.32
4182,US-2025-160304,2025-01-02,2025-01-07,"Standard Class",BM-11575,"Brendan Murry",Corporate,"United States",Gaithersburg,Maryland,20877,East,FUR-BO-10004709,Furniture,Bookcases,173.94,3.00,0.00,38.27
4183,US-2025-160304,2025-01-02,2025-01-07,"Standard Class",BM-11575,"Brendan Murry",Corporate,"United States",Gaithersburg,Maryland,20877,East,TEC-PH-10000455,Technology,Phones,231.98,2.00,0.00,67.27
4184,US-2025-105207,2025-01-03,2025-01-08,"Standard Class",BO-11350,"Bill Overfelt",Corporate,"United States","Broken Arrow",Oklahoma,74012,Central,FUR-TA-10000617,Furniture,Tables,1592.85,7.00,0.00,350.43
4185,US-2025-105207,2025-01-03,2025-01-08,"Standard Class",BO-11350,"Bill Overfelt",Corporate,"United States","Broken Arrow",Oklahoma,74012,Central,OFF-BI-10004364,"Office Supplies",Binders,11.88,2.00,0.00,5.35
4186,US-2025-125206,2025-01-03,2025-01-05,"First Class",LR-16915,"Lena Radford",Consumer,"United States","Los Angeles",California,90045,West,OFF-ST-10003692,"Office Supplies",Storage,114.46,2.00,0.00,28.62
4187,US-2025-116365,2025-01-03,2025-01-08,"Standard Class",CA-12310,"Christine Abelman",Corporate,"United States","San Antonio",Texas,78207,Central,TEC-AC-10002217,Technology,Accessories,30.08,2.00,0.20,-5.26
4188,US-2025-116365,2025-01-03,2025-01-08,"Standard Class",CA-12310,"Christine Abelman",Corporate,"United States","San Antonio",Texas,78207,Central,TEC-AC-10002942,Technology,Accessories,165.60,3.00,0.20,-6.21
4189,US-2025-116365,2025-01-03,2025-01-08,"Standard Class",CA-12310,"Christine Abelman",Corporate,"United States","San Antonio",Texas,78207,Central,TEC-PH-10002890,Technology,Phones,180.96,5.00,0.20,13.57
4190,US-2025-158211,2025-01-04,2025-01-08,"Standard Class",BP-11185,"Ben Peterman",Corporate,"United States",Philadelphia,Pennsylvania,19143,East,OFF-AR-10004078,"Office Supplies",Art,4.67,1.00,0.20,0.58
4191,US-2025-158211,2025-01-04,2025-01-08,"Standard Class",BP-11185,"Ben Peterman",Corporate,"United States",Philadelphia,Pennsylvania,19143,East,OFF-BI-10002026,"Office Supplies",Binders,104.58,6.00,0.70,-80.18
4192,US-2025-164630,2025-01-04,2025-01-09,"Standard Class",EB-13975,"Erica Bern",Corporate,"United States",Charlotte,"North Carolina",28205,South,TEC-CO-10000971,Technology,Copiers,959.97,4.00,0.20,120.00
4193,US-2025-134474,2025-01-05,2025-01-07,"Second Class",AJ-10795,"Anthony Johnson",Corporate,"United States",Jacksonville,Florida,32216,South,OFF-AR-10003958,"Office Supplies",Art,5.25,2.00,0.20,0.59
4194,US-2025-134474,2025-01-05,2025-01-07,"Second Class",AJ-10795,"Anthony Johnson",Corporate,"United States",Jacksonville,Florida,32216,South,TEC-AC-10001714,Technology,Accessories,191.47,6.00,0.20,40.69
4195,US-2025-134474,2025-01-05,2025-01-07,"Second Class",AJ-10795,"Anthony Johnson",Corporate,"United States",Jacksonville,Florida,32216,South,TEC-PH-10002923,Technology,Phones,59.18,2.00,0.20,5.18
4196,US-2025-158806,2025-01-07,2025-01-11,"Standard Class",NM-18520,"Neoma Murray",Consumer,"United States",Amarillo,Texas,79109,Central,FUR-FU-10004270,Furniture,Furnishings,23.08,3.00,0.60,-10.96
4197,US-2025-101938,2025-01-07,2025-01-12,"Standard Class",DW-13480,"Dianna Wilson","Home Office","United States",Oakland,California,94601,West,OFF-AR-10003696,"Office Supplies",Art,34.58,1.00,0.00,10.03
4198,US-2025-158806,2025-01-07,2025-01-11,"Standard Class",NM-18520,"Neoma Murray",Consumer,"United States",Amarillo,Texas,79109,Central,OFF-PA-10004621,"Office Supplies",Paper,25.92,5.00,0.20,9.07
4199,US-2025-100461,2025-01-08,2025-01-12,"Standard Class",JO-15145,"Jack O'Briant",Corporate,"United States",Franklin,Wisconsin,53132,Central,FUR-BO-10002545,Furniture,Bookcases,1565.88,6.00,0.00,407.13
4200,US-2025-137295,2025-01-08,2025-01-13,"Standard Class",VS-21820,"Vivek Sundaresam",Consumer,"United States",Raleigh,"North Carolina",27604,South,OFF-AR-10001955,"Office Supplies",Art,47.62,3.00,0.20,5.95
4201,US-2025-100461,2025-01-08,2025-01-12,"Standard Class",JO-15145,"Jack O'Briant",Corporate,"United States",Franklin,Wisconsin,53132,Central,OFF-BI-10001460,"Office Supplies",Binders,106.05,7.00,0.00,49.84
4202,US-2025-137295,2025-01-08,2025-01-13,"Standard Class",VS-21820,"Vivek Sundaresam",Consumer,"United States",Raleigh,"North Carolina",27604,South,OFF-BI-10004236,"Office Supplies",Binders,30.83,7.00,0.70,-24.66
4203,US-2025-137295,2025-01-08,2025-01-13,"Standard Class",VS-21820,"Vivek Sundaresam",Consumer,"United States",Raleigh,"North Carolina",27604,South,TEC-PH-10004080,Technology,Phones,108.78,2.00,0.20,10.88
4204,US-2025-126543,2025-01-09,2025-01-13,"Second Class",MF-17665,"Maureen Fritzler",Corporate,"United States",Toledo,Ohio,43615,East,FUR-FU-10002445,Furniture,Furnishings,15.17,2.00,0.20,3.79
4205,US-2025-108882,2025-01-09,2025-01-15,"Standard Class",LA-16780,"Laura Armstrong",Corporate,"United States",Fresno,California,93727,West,TEC-AC-10000420,Technology,Accessories,349.95,5.00,0.00,118.98
4206,US-2025-108882,2025-01-09,2025-01-15,"Standard Class",LA-16780,"Laura Armstrong",Corporate,"United States",Fresno,California,93727,West,TEC-PH-10002726,Technology,Phones,377.93,9.00,0.20,141.72
4207,US-2025-163937,2025-01-10,2025-01-13,"Second Class",JB-16000,"Joy Bell-",Consumer,"United States",Longview,Washington,98632,West,FUR-FU-10000010,Furniture,Furnishings,24.85,5.00,0.00,7.70
4208,US-2025-116547,2025-01-10,2025-01-17,"Standard Class",KB-16585,"Ken Black",Corporate,"United States",Seattle,Washington,98115,West,FUR-FU-10000076,Furniture,Furnishings,79.92,4.00,0.00,34.37
4209,US-2025-116547,2025-01-10,2025-01-17,"Standard Class",KB-16585,"Ken Black",Corporate,"United States",Seattle,Washington,98115,West,TEC-AC-10002335,Technology,Accessories,69.98,2.00,0.00,13.30
4210,US-2025-141887,2025-01-11,2025-01-15,"Standard Class",MP-17470,"Mark Packer","Home Office","United States",Columbus,Ohio,43229,East,FUR-FU-10002268,Furniture,Furnishings,54.99,14.00,0.20,8.94
4211,US-2025-126529,2025-01-11,2025-01-13,"Second Class",DE-13255,"Deanra Eno","Home Office","United States",Springfield,Ohio,45503,East,OFF-PA-10001166,"Office Supplies",Paper,15.55,3.00,0.20,5.44
4212,US-2025-126529,2025-01-11,2025-01-13,"Second Class",DE-13255,"Deanra Eno","Home Office","United States",Springfield,Ohio,45503,East,OFF-PA-10003656,"Office Supplies",Paper,63.31,3.00,0.20,20.58
4213,US-2025-126529,2025-01-11,2025-01-13,"Second Class",DE-13255,"Deanra Eno","Home Office","United States",Springfield,Ohio,45503,East,TEC-PH-10000148,Technology,Phones,15.59,2.00,0.40,-9.87
4214,US-2025-133368,2025-01-14,2025-01-20,"Standard Class",AG-10675,"Anna Gayman",Consumer,"United States",Concord,"North Carolina",28027,South,FUR-FU-10003374,Furniture,Furnishings,315.78,8.00,0.20,31.58
4215,US-2025-133368,2025-01-14,2025-01-20,"Standard Class",AG-10675,"Anna Gayman",Consumer,"United States",Concord,"North Carolina",28027,South,OFF-PA-10004039,"Office Supplies",Paper,89.57,2.00,0.20,32.47
4216,US-2025-140746,2025-01-15,2025-01-15,"Same Day",RC-19825,"Roy Collins",Consumer,"United States",Fairfield,Connecticut,6824,East,FUR-TA-10002903,Furniture,Tables,181.80,1.00,0.30,-15.58
4217,US-2025-152072,2025-01-15,2025-01-19,"Standard Class",Dp-13240,"Dean percer","Home Office","United States",Westfield,"New Jersey",7090,East,OFF-AR-10001573,"Office Supplies",Art,4.66,2.00,0.00,1.35
4218,US-2025-137848,2025-01-15,2025-01-21,"Standard Class",WB-21850,"William Brown",Consumer,"United States","New York City","New York",10011,East,OFF-BI-10002225,"Office Supplies",Binders,49.54,3.00,0.20,17.34
4219,US-2025-137848,2025-01-15,2025-01-21,"Standard Class",WB-21850,"William Brown",Consumer,"United States","New York City","New York",10011,East,OFF-EN-10001137,"Office Supplies",Envelopes,16.52,4.00,0.00,7.60
4220,US-2025-152072,2025-01-15,2025-01-19,"Standard Class",Dp-13240,"Dean percer","Home Office","United States",Westfield,"New Jersey",7090,East,OFF-EN-10003040,"Office Supplies",Envelopes,52.34,2.00,0.00,24.60
4221,US-2025-166912,2025-01-15,2025-01-17,"First Class",BE-11335,"Bill Eplett","Home Office","United States","New York City","New York",10009,East,OFF-PA-10001033,"Office Supplies",Paper,81.98,2.00,0.00,40.17
4222,US-2025-137848,2025-01-15,2025-01-21,"Standard Class",WB-21850,"William Brown",Consumer,"United States","New York City","New York",10011,East,OFF-PA-10004285,"Office Supplies",Paper,60.12,9.00,0.00,28.86
4223,US-2025-152072,2025-01-15,2025-01-19,"Standard Class",Dp-13240,"Dean percer","Home Office","United States",Westfield,"New Jersey",7090,East,TEC-AC-10000844,Technology,Accessories,254.97,3.00,0.00,91.79
4224,US-2025-121755,2025-01-16,2025-01-20,"Second Class",EH-13945,"Eric Hoffmann",Consumer,"United States","Los Angeles",California,90049,West,OFF-BI-10001634,"Office Supplies",Binders,11.65,2.00,0.20,4.22
4225,US-2025-121755,2025-01-16,2025-01-20,"Second Class",EH-13945,"Eric Hoffmann",Consumer,"United States","Los Angeles",California,90049,West,TEC-AC-10003027,Technology,Accessories,90.57,3.00,0.00,11.77
4226,US-2025-116736,2025-01-17,2025-01-21,"Standard Class",CC-12430,"Chuck Clark","Home Office","United States",Concord,"New Hampshire",3301,East,FUR-FU-10004017,Furniture,Furnishings,322.59,3.00,0.00,64.52
4227,US-2025-106558,2025-01-17,2025-01-21,"Standard Class",DL-13495,"Dionis Lloyd",Corporate,"United States",Columbus,Georgia,31907,South,TEC-AC-10001142,Technology,Accessories,316.00,4.00,0.00,31.60
4228,US-2025-116736,2025-01-17,2025-01-21,"Standard Class",CC-12430,"Chuck Clark","Home Office","United States",Concord,"New Hampshire",3301,East,TEC-AC-10002049,Technology,Accessories,371.97,3.00,0.00,66.95
4229,US-2025-116736,2025-01-17,2025-01-21,"Standard Class",CC-12430,"Chuck Clark","Home Office","United States",Concord,"New Hampshire",3301,East,TEC-AC-10003628,Technology,Accessories,29.99,1.00,0.00,13.20
4230,CA-2025-155412,2025-01-17,2025-01-22,"Standard Class",SC-20260,"Scott Cohen",Corporate,Canada,Montreal,Quebec,H1A,East,OFF-AR-10003183,"Office Supplies",Art,6.68,2.00,0.00,2.00
4231,US-2025-167339,2025-01-21,2025-01-23,"Second Class",TD-20995,"Tamara Dahlen",Consumer,"United States","San Diego",California,92037,West,FUR-CH-10000785,Furniture,Chairs,1013.49,7.00,0.20,76.01
4232,US-2025-167339,2025-01-21,2025-01-23,"Second Class",TD-20995,"Tamara Dahlen",Consumer,"United States","San Diego",California,92037,West,FUR-CH-10004289,Furniture,Chairs,153.57,2.00,0.20,-5.76
4233,CA-2025-115238,2025-01-21,2025-01-24,"Standard Class",JW-15220,"Jane Waco",Corporate,Canada,Toronto,Ontario,M7A,East,FUR-FU-10001025,Furniture,Furnishings,24.30,5.00,0.00,10.45
4234,CA-2025-115238,2025-01-21,2025-01-24,"Standard Class",JW-15220,"Jane Waco",Corporate,Canada,Toronto,Ontario,M7A,East,FUR-FU-10002445,Furniture,Furnishings,9.48,1.00,0.00,3.79
4235,CA-2025-115238,2025-01-21,2025-01-24,"Standard Class",JW-15220,"Jane Waco",Corporate,Canada,Toronto,Ontario,M7A,East,FUR-FU-10002960,Furniture,Furnishings,31.40,5.00,0.00,13.19
4236,CA-2025-115238,2025-01-21,2025-01-24,"Standard Class",JW-15220,"Jane Waco",Corporate,Canada,Toronto,Ontario,M7A,East,OFF-PA-10002689,"Office Supplies",Paper,6.48,1.00,0.00,3.11
4237,CA-2025-115238,2025-01-21,2025-01-24,"Standard Class",JW-15220,"Jane Waco",Corporate,Canada,Toronto,Ontario,M7A,East,TEC-PH-10001300,Technology,Phones,209.50,10.00,0.00,58.66
4238,US-2025-135923,2025-01-22,2025-01-28,"Standard Class",CM-11935,"Carlos Meador",Consumer,"United States",Fayetteville,"North Carolina",28314,South,FUR-BO-10002213,Furniture,Bookcases,451.14,4.00,0.20,-67.67
4239,US-2025-138079,2025-01-22,2025-01-28,"Standard Class",AJ-10795,"Anthony Johnson",Corporate,"United States",Seattle,Washington,98115,West,FUR-FU-10001475,Furniture,Furnishings,109.90,5.00,0.00,37.37
4240,US-2025-135923,2025-01-22,2025-01-28,"Standard Class",CM-11935,"Carlos Meador",Consumer,"United States",Fayetteville,"North Carolina",28314,South,FUR-FU-10002107,Furniture,Furnishings,14.27,8.00,0.20,4.28
4241,US-2025-135923,2025-01-22,2025-01-28,"Standard Class",CM-11935,"Carlos Meador",Consumer,"United States",Fayetteville,"North Carolina",28314,South,OFF-AP-10000692,"Office Supplies",Appliances,64.86,4.00,0.20,6.49
4242,US-2025-155180,2025-01-22,2025-01-29,"Standard Class",TB-21280,"Toby Braunhardt",Consumer,"United States","New York City","New York",10009,East,OFF-BI-10004506,"Office Supplies",Binders,26.34,4.00,0.20,9.22
4243,US-2025-111010,2025-01-22,2025-01-28,"Standard Class",PG-18895,"Paul Gonzalez",Consumer,"United States",Morristown,"New Jersey",7960,East,OFF-FA-10003472,"Office Supplies",Fasteners,7.56,6.00,0.00,0.30
4244,US-2025-125850,2025-01-22,2025-01-28,"Standard Class",FP-14320,"Frank Preis",Consumer,"United States","San Diego",California,92037,West,OFF-LA-10003498,"Office Supplies",Labels,44.40,3.00,0.00,22.20
4245,US-2025-125850,2025-01-22,2025-01-28,"Standard Class",FP-14320,"Frank Preis",Consumer,"United States","San Diego",California,92037,West,OFF-LA-10004484,"Office Supplies",Labels,20.65,5.00,0.00,9.50
4246,US-2025-146318,2025-01-22,2025-01-27,"Standard Class",MC-17275,"Marc Crier",Consumer,"United States",Seattle,Washington,98105,West,OFF-PA-10003953,"Office Supplies",Paper,12.96,2.00,0.00,6.22
4247,US-2025-148208,2025-01-22,2025-01-27,"Standard Class",BT-11530,"Bradley Talbott","Home Office","United States",Cleveland,Ohio,44105,East,TEC-AC-10000171,Technology,Accessories,55.18,3.00,0.20,15.86
4248,US-2025-148208,2025-01-22,2025-01-27,"Standard Class",BT-11530,"Bradley Talbott","Home Office","United States",Cleveland,Ohio,44105,East,TEC-PH-10004093,Technology,Phones,110.38,4.00,0.40,-20.24
4249,US-2025-113656,2025-01-23,2025-01-29,"Standard Class",CB-12415,"Christy Brittain",Consumer,"United States","Los Angeles",California,90036,West,FUR-FU-10000719,Furniture,Furnishings,59.99,7.00,0.00,21.60
4250,US-2025-165505,2025-01-23,2025-01-27,"Standard Class",CB-12535,"Claudia Bergmann",Corporate,"United States",Burlington,Vermont,5401,East,OFF-AR-10003477,"Office Supplies",Art,8.04,6.00,0.00,2.73
4251,US-2025-165505,2025-01-23,2025-01-27,"Standard Class",CB-12535,"Claudia Bergmann",Corporate,"United States",Burlington,Vermont,5401,East,OFF-ST-10001526,"Office Supplies",Storage,1564.29,13.00,0.00,406.72
4252,US-2025-165505,2025-01-23,2025-01-27,"Standard Class",CB-12535,"Claudia Bergmann",Corporate,"United States",Burlington,Vermont,5401,East,TEC-AC-10002926,Technology,Accessories,99.98,2.00,0.00,42.99
4253,US-2025-109407,2025-01-24,2025-01-26,"Second Class",HG-14965,"Henry Goldwyn",Corporate,"United States",Gulfport,Mississippi,39503,South,OFF-BI-10000285,"Office Supplies",Binders,31.36,4.00,0.00,15.68
4254,US-2025-168046,2025-01-25,2025-01-28,"Second Class",JD-15895,"Jonathan Doherty",Corporate,"United States","New York City","New York",10024,East,FUR-FU-10000747,Furniture,Furnishings,45.98,1.00,0.00,7.82
4255,US-2025-168046,2025-01-25,2025-01-28,"Second Class",JD-15895,"Jonathan Doherty",Corporate,"United States","New York City","New York",10024,East,FUR-TA-10001095,Furniture,Tables,313.72,3.00,0.40,-99.35
4256,US-2025-153346,2025-01-25,2025-01-27,"First Class",TB-21355,"Todd Boyes",Corporate,"United States",Plainfield,"New Jersey",7060,East,OFF-AR-10000315,"Office Supplies",Art,9.21,3.00,0.00,2.30
4257,US-2025-168046,2025-01-25,2025-01-28,"Second Class",JD-15895,"Jonathan Doherty",Corporate,"United States","New York City","New York",10024,East,OFF-BI-10003676,"Office Supplies",Binders,43.12,5.00,0.20,15.09
4258,US-2025-153346,2025-01-25,2025-01-27,"First Class",TB-21355,"Todd Boyes",Corporate,"United States",Plainfield,"New Jersey",7060,East,OFF-PA-10000007,"Office Supplies",Paper,18.00,5.00,0.00,8.28
4259,US-2025-168046,2025-01-25,2025-01-28,"Second Class",JD-15895,"Jonathan Doherty",Corporate,"United States","New York City","New York",10024,East,OFF-ST-10004337,"Office Supplies",Storage,428.68,7.00,0.00,0.00
4260,US-2025-146437,2025-01-28,2025-02-01,"Second Class",HG-14965,"Henry Goldwyn",Corporate,"United States","Los Angeles",California,90036,West,OFF-AR-10000588,"Office Supplies",Art,39.68,2.00,0.00,10.32
4261,US-2025-166660,2025-01-30,2025-02-01,"Second Class",TB-21250,"Tim Brockman",Consumer,"United States",Seattle,Washington,98103,West,FUR-BO-10000468,Furniture,Bookcases,48.58,1.00,0.00,7.77
4262,US-2025-166660,2025-01-30,2025-02-01,"Second Class",TB-21250,"Tim Brockman",Consumer,"United States",Seattle,Washington,98103,West,FUR-CH-10001190,Furniture,Chairs,435.17,4.00,0.20,-59.84
4263,US-2025-168032,2025-01-30,2025-02-03,"Standard Class",DF-13135,"David Flashing",Consumer,"United States",Rockford,Illinois,61107,Central,FUR-TA-10004256,Furniture,Tables,626.10,3.00,0.50,-538.45
4264,US-2025-164483,2025-01-30,2025-02-03,"Standard Class",JF-15490,"Jeremy Farry",Consumer,"United States","San Francisco",California,94122,West,OFF-BI-10000014,"Office Supplies",Binders,17.46,2.00,0.20,5.89
4265,US-2025-168032,2025-01-30,2025-02-03,"Standard Class",DF-13135,"David Flashing",Consumer,"United States",Rockford,Illinois,61107,Central,OFF-BI-10000546,"Office Supplies",Binders,1.73,3.00,0.80,-2.68
4266,US-2025-153661,2025-01-30,2025-01-31,"First Class",SC-20725,"Steven Cartwright",Consumer,"United States","San Francisco",California,94122,West,OFF-BI-10004781,"Office Supplies",Binders,50.78,2.00,0.20,17.77
4267,US-2025-153661,2025-01-30,2025-01-31,"First Class",SC-20725,"Steven Cartwright",Consumer,"United States","San Francisco",California,94122,West,OFF-LA-10004689,"Office Supplies",Labels,26.01,9.00,0.00,12.22
4268,US-2025-114944,2025-01-30,2025-02-04,"Standard Class",HE-14800,"Harold Engle",Corporate,"United States",Chicago,Illinois,60623,Central,OFF-PA-10003892,"Office Supplies",Paper,156.51,4.00,0.20,52.82
4269,US-2025-153661,2025-01-30,2025-01-31,"First Class",SC-20725,"Steven Cartwright",Consumer,"United States","San Francisco",California,94122,West,OFF-ST-10000675,"Office Supplies",Storage,305.01,9.00,0.00,76.25
4270,US-2025-168032,2025-01-30,2025-02-03,"Standard Class",DF-13135,"David Flashing",Consumer,"United States",Rockford,Illinois,61107,Central,TEC-PH-10004241,Technology,Phones,1439.97,4.00,0.20,144.00
4271,US-2025-159891,2025-01-31,2025-02-06,"Standard Class",BF-11170,"Ben Ferrer","Home Office","United States",Atlanta,Georgia,30318,South,OFF-BI-10003527,"Office Supplies",Binders,1270.99,1.00,0.00,635.50
4272,US-2025-158043,2025-01-31,2025-02-04,"Second Class",JK-15325,"Jason Klamczynski",Corporate,"United States","Atlantic City","New Jersey",8401,East,OFF-EN-10003134,"Office Supplies",Envelopes,23.36,2.00,0.00,11.68
4273,US-2025-159891,2025-01-31,2025-02-06,"Standard Class",BF-11170,"Ben Ferrer","Home Office","United States",Atlanta,Georgia,30318,South,OFF-EN-10004483,"Office Supplies",Envelopes,125.36,8.00,0.00,58.92
4274,US-2025-129238,2025-01-31,2025-02-04,"Standard Class",SC-20050,"Sample Company A","Home Office","United States","Los Angeles",California,90045,West,OFF-PA-10002764,"Office Supplies",Paper,56.70,5.00,0.00,27.78
4275,US-2025-147970,2025-01-31,2025-02-02,"Second Class",AB-10150,"Aimee Bixby",Consumer,"United States",Dallas,Texas,75220,Central,OFF-PA-10003936,"Office Supplies",Paper,15.55,3.00,0.20,5.44
4276,US-2025-129238,2025-01-31,2025-02-04,"Standard Class",SC-20050,"Sample Company A","Home Office","United States","Los Angeles",California,90045,West,TEC-PH-10004120,Technology,Phones,109.59,1.00,0.20,8.22
4277,US-2025-154067,2025-02-01,2025-02-07,"Standard Class",SM-20950,"Suzanne McNair",Corporate,"United States","Los Angeles",California,90036,West,OFF-PA-10002254,"Office Supplies",Paper,105.52,4.00,0.00,48.54
4278,US-2025-140809,2025-02-01,2025-02-03,"First Class",CK-12760,"Cyma Kinney",Corporate,"United States",Arlington,Virginia,22204,South,OFF-ST-10002214,"Office Supplies",Storage,56.45,5.00,0.00,14.68
4279,US-2025-158841,2025-02-02,2025-02-04,"Second Class",SE-20110,"Sanjit Engle",Consumer,"United States",Arlington,Virginia,22204,South,FUR-FU-10001731,Furniture,Furnishings,18.69,7.00,0.00,7.10
4280,US-2025-144645,2025-02-02,2025-02-08,"Standard Class",NS-18640,"Noel Staavos",Corporate,"United States",Houston,Texas,77041,Central,FUR-FU-10003601,Furniture,Furnishings,73.78,2.00,0.60,-77.47
4281,US-2025-158841,2025-02-02,2025-02-04,"Second Class",SE-20110,"Sanjit Engle",Consumer,"United States",Arlington,Virginia,22204,South,OFF-BI-10002557,"Office Supplies",Binders,36.40,8.00,0.00,18.20
4282,US-2025-147431,2025-02-02,2025-02-07,"Standard Class",AB-10105,"Adrian Barton",Consumer,"United States","New York City","New York",10011,East,OFF-ST-10003994,"Office Supplies",Storage,117.96,2.00,0.00,5.90
4283,US-2025-158841,2025-02-02,2025-02-04,"Second Class",SE-20110,"Sanjit Engle",Consumer,"United States",Arlington,Virginia,22204,South,TEC-MA-10001127,Technology,Machines,8749.95,5.00,0.00,2799.98
4284,US-2025-118514,2025-02-03,2025-02-10,"Standard Class",LC-17050,"Liz Carlisle",Consumer,"United States",Richmond,Kentucky,40475,South,FUR-CH-10000015,Furniture,Chairs,866.40,4.00,0.00,225.26
4285,US-2025-117912,2025-02-04,2025-02-08,"Standard Class",TB-21520,"Tracy Blumstein",Consumer,"United States","Sierra Vista",Arizona,85635,West,FUR-FU-10002088,Furniture,Furnishings,14.37,2.00,0.20,3.95
4286,US-2025-101189,2025-02-04,2025-02-09,"Standard Class",JB-15400,"Jennifer Braxton",Corporate,"United States","Los Angeles",California,90049,West,OFF-ST-10004180,"Office Supplies",Storage,93.02,2.00,0.00,3.72
4287,US-2025-150077,2025-02-04,2025-02-10,"Standard Class",MS-17365,"Maribeth Schnelling",Consumer,"United States",Rockville,Maryland,20852,East,TEC-PH-10002890,Technology,Phones,90.48,2.00,0.00,23.52
4288,US-2025-108504,2025-02-05,2025-02-05,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,FUR-BO-10004015,Furniture,Bookcases,239.98,2.00,0.00,52.80
4289,US-2025-108504,2025-02-05,2025-02-05,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,FUR-FU-10004091,Furniture,Furnishings,18.84,3.00,0.00,7.16
4290,US-2025-100993,2025-02-05,2025-02-10,"Standard Class",AZ-10750,"Annie Zypern",Consumer,"United States","San Diego",California,92037,West,FUR-TA-10001095,Furniture,Tables,557.73,4.00,0.20,6.97
4291,US-2025-108504,2025-02-05,2025-02-05,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,OFF-EN-10003001,"Office Supplies",Envelopes,167.96,2.00,0.00,78.94
4292,US-2025-108504,2025-02-05,2025-02-05,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,OFF-FA-10000053,"Office Supplies",Fasteners,9.45,5.00,0.00,0.19
4293,US-2025-100993,2025-02-05,2025-02-10,"Standard Class",AZ-10750,"Annie Zypern",Consumer,"United States","San Diego",California,92037,West,OFF-LA-10003223,"Office Supplies",Labels,14.73,3.00,0.00,7.22
4294,US-2025-108504,2025-02-05,2025-02-05,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,OFF-PA-10000357,"Office Supplies",Paper,122.97,3.00,0.00,60.26
4295,US-2025-108504,2025-02-05,2025-02-05,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,OFF-PA-10001289,"Office Supplies",Paper,348.84,9.00,0.00,170.93
4296,US-2025-108504,2025-02-05,2025-02-05,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,OFF-PA-10003892,"Office Supplies",Paper,342.37,7.00,0.00,160.91
4297,US-2025-108504,2025-02-05,2025-02-05,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,OFF-ST-10002344,"Office Supplies",Storage,80.98,1.00,0.00,1.62
4298,US-2025-100993,2025-02-05,2025-02-10,"Standard Class",AZ-10750,"Annie Zypern",Consumer,"United States","San Diego",California,92037,West,OFF-ST-10004340,"Office Supplies",Storage,186.54,3.00,0.00,50.37
4299,US-2025-108504,2025-02-05,2025-02-05,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,OFF-ST-10004804,"Office Supplies",Storage,154.44,3.00,0.00,1.54
4300,US-2025-108504,2025-02-05,2025-02-05,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,TEC-PH-10000215,Technology,Phones,104.85,3.00,0.00,28.31
4301,US-2025-100993,2025-02-05,2025-02-10,"Standard Class",AZ-10750,"Annie Zypern",Consumer,"United States","San Diego",California,92037,West,TEC-PH-10001448,Technology,Phones,159.97,4.00,0.20,-31.99
4302,US-2025-108504,2025-02-05,2025-02-05,"Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,TEC-PH-10003645,Technology,Phones,484.83,3.00,0.00,126.06
4303,US-2025-125017,2025-02-06,2025-02-11,"Standard Class",KB-16240,"Karen Bern",Corporate,"United States",Chattanooga,Tennessee,37421,South,FUR-FU-10000723,Furniture,Furnishings,132.22,4.00,0.20,-18.18
4304,US-2025-106894,2025-02-07,2025-02-07,"Same Day",CA-12265,"Christina Anderson",Consumer,"United States",Springfield,Virginia,22153,South,OFF-LA-10001045,"Office Supplies",Labels,7.83,3.00,0.00,3.60
